30237	32026	43273
30313	31967	43348
30457	32028	43202
30282	32034	43239
30445	31882	43244
30415	31930	43261
30495	31914	43249
30466	31889	43315
30362	31768	43316
30191	31871	43436
30109	31658	43477
30300	31579	43447
30594	31126	43283
30460	30977	43213
30414	30616	43140
29876	30074	43315
30381	29613	43618
30601	29013	43841
30171	28298	43791
30183	28209	43265
30667	28160	43014
30801	28184	43135
30510	27830	43071
29885	27991	42634
30050	28766	42556
30019	29261	42749
30696	29488	43215
30103	30366	43411
29851	30745	43692
30726	30445	44575
31092	29049	44935
29692	27458	44511
28666	26623	43893
29268	27591	43571
30503	28812	43743
30774	29771	44273
30220	30433	44668
29708	30202	44708
29497	29898	44643
29398	29991	44571
29748	29914	44639
30050	29856	44877
29045	29473	47072
29124	28928	46929
28296	29992	46169
30090	34106	44163
31117	35217	44204
30544	35925	43688
29664	36760	43524
29591	35655	43121
29736	34628	43107
30153	33099	44604
31210	29258	46441
30389	28491	46715
28614	32198	45698
28398	34707	44548
29437	33639	44615
30964	31835	45076
30491	31759	45075
29295	31803	44955
29155	31726	45024
30447	31786	44978
30719	31854	44930
29437	31581	44984
29366	31578	44984
29877	31870	44933
30217	31881	45401
29823	31269	45455
29384	31355	44869
29688	31558	44561
30215	31723	44494
30950	31142	44829
30522	30897	45249
30251	31828	45600
29629	31091	44882
28133	29399	44154
28699	28556	42972
30942	28169	42939
32596	29648	45004
32215	33430	45568
27337	30727	44362
26407	28762	43927
30270	30721	44071
32153	32012	43735
31358	31176	43885
30113	31017	44485
29381	30607	44425
29451	29922	44561
30385	30911	44602
30239	31688	44407
29184	31227	44447
29434	30950	44421
30249	31556	44140
30419	31553	43829
30213	31469	43749
30227	31589	43787
30350	31232	43770
30775	30737	43636
30524	30913	43655
30267	30840	43611
30277	31292	43776
30235	31469	43766
30302	31928	43689
30230	32154	43661
30215	32129	43698
30275	32051	43672
30537	32079	43558
30174	31773	43661
30166	31467	43622
30359	31419	43754
30597	31229	43835
30475	31300	43736
30569	31571	43564
30581	31843	43502
30341	31784	43468
30190	31467	43671
30084	31497	43762
30189	31689	43758
30250	31759	43621
29997	31942	43651
30093	31952	43525
30173	31873	43274
30237	31673	43243
30365	31533	43344
30246	31339	43638
30550	31485	43723
30747	31726	43820
30108	32053	43848
29862	32201	43837
30125	32092	43875
30227	31924	43826
30100	31881	43799
30320	31762	43739
30341	31665	43716
30258	31785	43729
30245	31726	43773
30122	31649	43752
30277	31617	43743
30402	31519	43746
30669	31550	43654
30387	31596	43619
30364	31562	43719
30428	31576	43587
30290	31522	43601
30224	31409	43642
30177	31483	43643
30213	31405	43528
30225	31489	43384
30229	31609	43460
30296	31421	43501
30290	31474	43498
30334	31485	43492
30458	31438	43536
30203	31203	43720
30157	31211	43712
30232	31303	43681
30367	31433	43666
30349	31466	43623
30356	31233	43483
30361	31050	43513
30367	31033	43583
30274	31131	43537
30216	31181	43465
30225	31259	43532
30263	31288	43510
30255	31197	43439
30346	31150	43453
30309	31134	43466
30330	31072	43519
30386	31088	43531
30301	31097	43426
30271	31104	43490
30343	31163	43435
30341	31255	43492
30264	31101	43549
30168	31064	43375
30365	31173	43425
30495	31191	43380
30292	31133	43391
30286	31185	43393
30268	31220	43472
30426	31223	43488
30337	31167	43442
30335	31164	43431
30401	31293	43422
30343	31337	43435
30385	31333	43378
30383	31357	43419
30418	31260	43427
30299	31309	43382
30312	31300	43523
30196	31317	43571
30259	31358	43547
30277	31571	43537
30517	31528	43603
30431	31544	43638
30631	31445	43745
30871	31767	43582
29733	31381	43675
30079	31301	43686
30251	31723	43585
29910	31356	43682
30309	31101	43864
30353	31298	43860
29912	31445	43815
30084	31427	43749
30415	31397	43722
30250	31492	43702
30242	31425	43754
30304	31205	43864
30172	31149	43935
30105	31125	44004
30092	31210	43983
30170	31083	43982
30242	31119	44001
30223	31204	44020
30218	31219	43923
30148	31585	43736
30143	31446	43791
30222	31270	43933
30118	31355	43861
30276	31248	43850
30204	31198	43900
29935	31178	43971
30007	31277	44028
30221	31459	43977
30285	31546	44062
30311	31543	44033
30129	31707	44174
30189	31882	44307
30310	31897	44243
30247	32006	44120
29988	31976	44063
29909	31982	43917
29770	32170	43889
29652	32166	43714
29253	32205	43664
28740	32141	43754
28542	32339	44296
28553	31979	44677
29924	32190	44966
31616	33083	43692
30536	30465	41909
32450	28540	40680
34774	27956	41268
31982	29655	42608
28781	33001	42017
26752	32013	40745
28637	29673	40026
31159	29135	39383
30759	28618	39497
29049	28573	39860
29280	27855	39539
33947	27128	40742
36681	27960	39067
39247	27524	36941
40400	29519	39532
34135	34204	45863
26588	24354	48379
23008	27630	50661
28686	36118	49279
32921	33756	46729
30802	29352	46730
27306	32969	45271
24279	33788	44745
24300	32276	43757
25919	34707	42280
27885	36204	41366
29187	34610	41591
28520	34498	40586
27467	35524	40378
26837	35569	40326
29188	35187	42111
35030	33328	43728
36481	33009	37651
36994	38935	34442
36564	39076	40283
37099	25544	51249
35635	22137	53299
25566	35428	49596
24010	43097	44704
34868	32809	45596
34722	25341	43325
27341	30871	43281
24142	32117	41422
26871	32108	39753
29329	32979	38876
30395	31430	38997
30158	31178	38515
26510	31047	38202
25278	27919	39421
30206	27866	42977
36457	36682	38342
41951	29648	34275
37439	26000	40992
37562	37322	48668
34420	33275	49428
27415	30506	50166
35317	31489	48646
38369	32867	45211
30123	32538	42918
23133	36071	42495
21654	35523	41485
23250	33572	39573
26996	33283	38391
29749	33819	38922
30632	33875	38149
28180	34927	37977
27041	35271	41974
28256	29519	45501
32568	30377	39608
36802	40625	33912
38836	39604	41919
36168	22560	49245
32070	27152	52125
31123	38709	49501
33660	37524	49043
34323	27458	46799
29824	27016	43857
28143	30764	42811
26452	30852	42472
26328	29828	41040
25955	32607	38870
29156	32113	40155
31731	30394	40512
29661	31496	40426
26425	31995	39309
29285	29665	40566
31773	31552	42874
34138	37063	40344
34746	28207	36117
32304	25167	42153
35690	41439	50747
35722	42563	51028
25988	29437	51637
28730	28124	49781
36523	37738	49004
35798	39358	47041
27370	35843	45535
25758	34285	44324
26806	34872	43640
26788	35836	42868
27013	34546	41923
27089	34170	42182
29992	32402	43189
31714	30429	45446
30846	30721	44777
29093	34362	43102
29587	36801	42958
31670	35693	43756
31726	33803	44280
31561	33184	44004
30820	32095	43793
29382	31873	43954
30297	32479	44006
31357	31809	43963
30695	31425	43609
30430	31921	43144
31128	32138	42957
31059	32039	42754
30711	31871	42658
30359	31753	42698
29950	31608	42792
30353	31337	42781
30691	31121	42890
30794	31144	42924
30671	31682	42805
30384	32346	42728
30549	32640	42583
30990	32537	42451
30791	32168	42559
30355	31751	42734
30591	31364	43069
30767	31055	43177
30469	31215	43166
30197	31713	43066
30243	31613	42860
30887	31632	42785
30768	31641	42894
30304	31540	43037
30278	31617	42997
30703	31598	43008
30684	31593	42951
30517	31592	42968
30707	31581	43040
30716	31629	43063
30574	31675	43035
30527	31737	43072
30708	31794	43017
30626	31775	43028
30503	31829	42968
30660	31992	42885
30601	31884	42862
30607	31885	42887
30773	31999	42811
30875	32079	42761
30588	32058	42873
30474	31853	42923
30570	32032	42882
30685	31970	42858
30644	31910	42914
30463	31890	42911
30703	32032	42872
30706	32138	42810
30687	32039	42832
30715	32059	42823
30715	32126	42804
30768	32151	42781
30813	32173	42748
30890	32178	42742
30864	32268	42725
30606	32124	42812
30823	32200	42761
30750	32190	42767
30814	32416	42705
30346	32476	42742
30692	32275	42662
30776	32369	42650
30816	32289	42616
30677	32180	42639
30710	32094	42634
30745	32100	42607
30760	32156	42615
30813	32088	42613
30780	32124	42542
30768	32179	42553
30857	32113	42560
30826	32119	42614
30691	32056	42681
30708	32048	42623
30829	32027	42655
30742	31978	42665
30831	32000	42701
30923	32130	42607
30786	32249	42611
30695	32104	42730
30772	32107	42708
30712	32214	42739
30759	32102	42722
30743	32104	42685
30658	32100	42737
30815	32135	42735
30779	32146	42771
30707	32096	42731
30750	32148	42684
