30059	32079	43825
30207	32173	43752
30320	32149	43730
30291	32212	43777
30267	32233	43766
30311	32137	43639
30342	32102	43611
30452	32044	43624
30369	32021	43560
30351	32097	43524
30572	32066	43473
30609	32136	43454
30114	32153	43510
30401	32089	43519
30396	32177	43428
30484	32073	43382
30395	32038	43352
30197	32104	43390
30504	32136	43336
30492	32089	43318
30470	32102	43292
30436	32118	43193
30518	32233	43194
30565	32173	43245
30526	32187	43189
30570	32251	43261
30493	32224	43255
30565	32270	43231
30397	32249	43306
30356	32233	43397
30352	32296	43366
30488	32362	43354
30366	32400	43377
30496	32290	43448
30351	32383	43496
30291	32213	43612
30393	32168	43598
30334	32215	43685
30412	32247	43453
30279	32417	43421
30197	32497	43365
30475	32289	43505
30338	32165	43552
30243	32340	43493
30524	32377	43496
30536	32305	43532
30225	32457	43481
