32123	32626	33364
32193	32468	33247
32215	32409	33175
32202	32448	33132
32047	32418	33086
32000	32444	33229
32079	32499	33197
32250	32536	33154
32416	32506	32883
32728	32514	32559
32592	32746	32799
32212	32739	32994
32151	32371	33238
32123	32152	33309
32102	32165	33305
32101	32378	33707
31792	32649	34026
31820	32646	34315
31800	32924	34275
31711	32798	34000
32366	32539	33772
32101	32501	33858
32195	32524	33838
32297	32616	33936
31918	32703	33950
32073	32695	34045
32149	32805	34253
32074	32592	34189
32087	32761	34045
32232	32696	34007
32083	32791	33967
32085	32764	34003
32241	32470	34246
32060	32151	34043
32187	33040	34111
32225	33158	34161
31960	33123	34155
31991	33291	34161
31927	33236	34118
32084	32594	34023
32257	32655	34110
32150	32938	34105
32125	32796	33999
32223	32730	34014
32134	32710	33988
32089	32659	34119
32124	32611	34251
32061	32735	34396
32027	32665	34257
32145	32721	34200
32187	32631	34178
32138	32666	34172
31935	32722	34231
31987	32757	34247
32188	32651	34255
32099	32689	34304
31995	32691	34372
31993	32884	34399
32146	32962	34410
31958	32900	34227
32078	32634	34117
32172	32631	34083
32224	32696	33927
32218	32637	34107
32180	32879	34248
32178	33352	34390
31766	32922	34415
31732	33179	34399
32179	32743	34004
32276	32705	33787
32391	32685	33661
32314	32672	33741
32210	32560	33860
31934	32966	33644
31898	33032	34308
32510	33227	34759
31955	33446	34413
31526	32583	33795
32532	32181	33598
32482	32651	33649
32106	33313	33847
32056	33145	33748
32212	32388	33711
32527	32456	34200
32185	32436	34320
31596	32748	34178
31991	33143	34186
32317	32499	33965
32045	32734	34489
31729	33159	34439
32023	32662	34291
32065	32123	34157
31718	32577	33840
32402	32833	33911
32547	32248	34515
31952	32797	34271
31782	32794	34041
32317	33035	33867
32350	33007	33946
32061	32549	33982
31931	32614	34006
32123	32696	34203
32111	32576	34229
32111	32737	34151
32037	32791	34070
32172	32791	34033
32238	32738	33960
32107	32636	33796
32160	32512	33745
32046	32528	34026
31823	32903	34273
31892	32728	34174
32066	32400	33975
32208	32466	33815
32227	32587	33648
32216	32601	33572
32259	32587	33411
32469	32567	33417
32062	32671	33536
32227	32735	33692
32227	32673	33930
31953	32548	33818
32060	32368	33819
32148	32763	34040
32109	32901	34058
31924	32747	33680
32163	32583	33555
32299	32586	33629
32214	32770	33724
32118	32700	33826
32012	32699	33889
32105	32639	33930
32094	32610	33863
32127	32680	33805
32184	32611	33806
32050	32656	33797
32168	32720	33871
32156	32602	33923
32047	32694	33954
32082	32567	34058
32152	32646	33881
32091	32678	33819
32145	32658	33826
32174	32761	33806
32089	32728	33885
32062	32723	33829
32142	32632	33904
32085	32606	33916
32021	32651	33899
32037	32664	33919
32150	32696	33877
32064	32647	33864
32076	32715	33833
32129	32615	33807
32053	32636	33753
32099	32613	33768
32199	32656	33808
32098	32695	33745
32148	32749	33761
32210	32660	33692
32046	32730	33648
32153	32642	33655
32157	32615	33679
32094	32614	33708
32112	32705	33675
32117	32661	33725
32116	32720	33728
32143	32683	33650
32086	32669	33642
32089	32650	33668
32071	32685	33659
32177	32725	33635
32215	32694	33704
32081	32683	33662
32162	32701	33571
32198	32615	33562
32147	32603	33615
32081	32634	33577
32116	32697	33625
32148	32642	33652
32111	32672	33618
32201	32692	33583
32054	32685	33622
32087	32736	33623
32204	32563	33649
32105	32632	33730
31992	32667	33677
32183	32633	33711
32089	32714	33745
32114	32653	33645
32163	32665	33632
32120	32671	33632
32124	32651	33656
32089	32666	33697
32101	32649	33707
32114	32692	33660
32037	32641	33672
32069	32654	33719
32152	32630	33698
32140	32661	33700
32080	32685	33679
32144	32644	33637
32151	32675	33686
32077	32718	33697
32120	32778	33744
32043	32686	33711
32082	32642	33681
32239	32597	33659
32131	32616	33711
32038	32673	33661
32174	32716	33689
32074	32723	33696
32159	32677	33634
32100	32631	33650
32077	32602	33594
32186	32671	33544
32142	32725	33577
32076	32694	33600
32119	32733	33617
32119	32651	33618
32151	32691	33572
32123	32721	33547
32169	32717	33492
32166	32713	33514
32111	32681	33524
32103	32704	33583
32107	32698	33543
32148	32762	33507
32135	32735	33498
32124	32667	33474
32204	32677	33510
32148	32666	33548
32070	32675	33566
32107	32694	33569
32075	32682	33662
32086	32642	33594
32119	32605	33527
32117	32666	33563
32133	32666	33468
32134	32721	33502
32114	32685	33521
32111	32685	33556
32110	32681	33512
32149	32654	33464
32114	32721	33466
32187	32745	33453
32102	32706	33438
32114	32687	33469
32106	32669	33482
32097	32673	33449
32125	32695	33430
32137	32728	33423
32090	32713	33361
32077	32712	33400
32212	32662	33395
32083	32674	33445
32025	32707	33407
32174	32685	33418
32112	32685	33444
32090	32675	33431
32105	32679	33370
32163	32701	33359
32144	32727	33355
32169	32749	33342
32087	32713	33391
32143	32705	33393
32165	32665	33371
32109	32655	33364
32128	32653	33379
32187	32708	33351
32104	32675	33329
32144	32688	33350
32116	32659	33356
32115	32645	33429
32086	32638	33399
32151	32717	33448
32209	32706	33369
32065	32712	33349
32123	32643	33406
32156	32617	33409
32053	32662	33494
32108	32675	33389
32118	32681	33395
32126	32724	33411
32126	32651	33372
32068	32654	33421
32089	32756	33373
32167	32692	33433
32128	32651	33511
32107	32693	33446
32100	32707	33382
32148	32649	33380
32136	32691	33398
32100	32652	33359
32144	32637	33379
32097	32672	33410
32148	32694	33442
32064	32688	33404
32058	32710	33413
32184	32704	33422
32038	32697	33328
32034	32682	33378
32227	32637	33378
32091	32629	33377
32044	32658	33354
32165	32701	33390
32093	32705	33365
32144	32661	33322
32115	32699	33281
32119	32657	33338
32119	32684	33306
32142	32654	33336
32108	32735	33360
32083	32676	33280
32083	32644	33334
32117	32666	33296
32118	32669	33282
32095	32659	33271
32152	32672	33306
32100	32647	33236
32142	32646	33301
32103	32631	33290
32085	32643	33267
32187	32696	33261
32162	32696	33217
32161	32627	33219
32147	32618	33210
32037	32655	33242
32121	32667	33252
32100	32622	33198
32134	32677	33200
32151	32637	33202
32118	32634	33149
32167	32669	33229
32108	32681	33197
32150	32683	33195
32121	32647	33166
32133	32646	33124
32125	32682	33161
32098	32678	33168
32114	32658	33186
32087	32645	33199
32171	32626	33119
32138	32546	33065
32164	32670	32996
32389	32700	33015
32555	32765	33128
32879	32492	33300
32747	32422	33474
32844	32475	33570
32977	32837	33729
32562	33338	33805
32867	33580	34067
33896	33338	34297
34075	33154	34648
34922	33252	34285
40441	32945	33807
49116	30306	38320
41034	32607	41544
37072	32412	44796
32480	33677	51262
32078	32737	53353
38587	33784	54593
39199	33059	53859
33418	32847	53850
28897	31915	53171
27649	31046	52036
26653	31444	49968
25303	32328	48213
23868	32831	46437
20839	32868	45271
18093	33235	43988
16946	33599	43505
16658	34215	44455
17912	34211	45035
18577	32592	46388
18044	32062	46767
18566	32032	48073
19719	31087	49604
24176	30335	50221
29211	31229	50093
31213	33455	49553
29545	33754	48461
28131	33199	48195
28169	32900	47899
28092	33314	47768
27505	32830	47185
28094	31754	47534
28395	30937	46746
29394	31052	46901
29269	31404	46443
27796	31540	46032
29320	30503	46376
30308	30249	45916
29782	30770	45585
29608	30795	45758
29442	30722	45752
29857	30792	45592
29638	31091	45742
29477	31194	45749
29586	31251	45763
29574	31401	45590
29664	31307	45511
29726	31447	45459
30050	31765	45147
30322	31771	45112
29702	31726	45123
29620	31733	45069
29894	31793	44965
30111	31941	44837
30033	32157	44660
29851	32291	44538
30035	32200	44502
30316	32290	44522
30295	32166	44683
29827	32069	44655
29542	31818	44631
29708	31845	44662
29954	31961	44597
29954	31943	44495
29934	31895	44465
29832	31831	44506
29851	31802	44576
29859	31988	44475
29885	31979	44510
29927	31883	44572
29927	31815	44585
30002	31948	44576
29987	31898	44530
29960	31708	44439
30122	31850	44363
29741	31825	44378
29813	31688	44506
30032	31781	44465
30227	31726	44413
30253	31822	44316
29971	31857	44281
29760	31752	44399
